title,price,description,city,views,url
BMW 750,9 200 000₸,"2010 г., Б/у седан, 4.4 л, бензин, КПП автомат, с пробегом 145 000 км, черный, литые диски, тонировка, люк, ксенон, би...",Актобе,0,https://kolesa.kz/a/show/192094117?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1188
Subaru Forester,3 900 000₸,"2013 г., Б/у кроссовер, 2.5 л, бензин, КПП вариатор, с пробегом 200 000 км, серебристый, металлик, литые диски, тониро...",Уральск,0,https://kolesa.kz/a/show/206990282?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1189
Hyundai Galloper,2 400 000₸,"2001 г., Б/у внедорожник, 2.5 л, дизель, КПП механика, с пробегом 5 000 км, Машина после капремонта. Мотор, ходовка, п...",Талдыкорган,0,https://kolesa.kz/a/show/206619345?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1190
Kia Bongo,13 500 000₸,"2022 г., Б/у пикап, 2.4 л, газ, КПП механика, с пробегом 64 000 км, бежевый, велюр, кожа, кондиционер, Машина в идеаль...",Шымкент,0,https://kolesa.kz/a/show/206612894?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1191
Subaru Outback,10 200 000₸,"2017 г., Б/у универсал, 2.5 л, бензин, КПП вариатор, с пробегом 127 500 км, синий, металлик, литые диски, тонировка, л...",Алматы,0,https://kolesa.kz/a/show/207126555?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1192
Nissan Navara,7 500 000₸,"2006 г., Б/у пикап, 2.5 л, дизель, КПП механика, с пробегом 255 000 км, черный, металлик, литые диски, тонировка, ветр...",Петропавловск,0,https://kolesa.kz/a/show/194441957?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1193
Chrysler Neon,1 500 000₸,"1999 г., Б/у седан, 2 л, бензин, КПП автомат, Машина на полном и уверенном ходу из минусов берёт масло Коробка переклю...",Кокшетау,0,https://kolesa.kz/a/show/206986158?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1194
ВАЗ (Lada) Granta 2190,2 232 324₸,"2014 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 12 345 км",Шымкент,0,https://kolesa.kz/a/show/206609536?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1195
Jeep Wrangler,6 000 000₸,"1992 г., Б/у внедорожник, 4 л, бензин, КПП автомат, синий, тонировка, люк, панорамная крыша, кенгурятник, фаркоп, линз...",Алматы,0,https://kolesa.kz/a/show/172925195?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1196
Chevrolet Captiva,9 000 000₸,"2018 г., Б/у внедорожник, 2.4 л, бензин, КПП автомат, с пробегом 115 000 км, белый, металлик, литые диски, тонировка,...",Шымкент,0,https://kolesa.kz/a/show/201254953?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1197
Hyundai Elantra,12 500 000₸,"2024 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 14 000 км, белый, металлик, литые диски, тонировка, ветрови...",Алматы,0,https://kolesa.kz/a/show/200543001?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1198
Nissan Note,4 100 000₸,"2008 г., Б/у хэтчбек, 1.6 л, бензин, КПП автомат, с пробегом 220 000 км, Машина в идеальном состояний Без вложение. Ев...",Алматы,0,https://kolesa.kz/a/show/206593176?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1199
Hyundai Solaris,5 000 000₸,"2012 г., Б/у хэтчбек, 1.6 л, бензин, КПП автомат, с пробегом 153 235 км, белый, литые диски, тонировка, линзованная оп...",Астана,0,https://kolesa.kz/a/show/206590863?search_id=cae20b27571297604341ed45af4998b5e1a6656d&search_type=filter&advert_position=1200
Hyundai Solaris,5 000 000₸,"2012 г., Б/у хэтчбек, 1.6 л, бензин, КПП автомат, с пробегом 153 235 км, белый, литые диски, тонировка, линзованная оп...",Астана,0,https://kolesa.kz/a/show/206590863?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1201
Lexus RX 300,4 500 000₸,"1999 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 357 800 км",Жанаозен,0,https://kolesa.kz/a/show/206588033?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1202
Hyundai Palisade,19 500 000₸,"2021 г., Б/у кроссовер, 3.8 л, бензин, КПП автомат, с пробегом 68 000 км, синий, металлик, литые диски, тонировка, рей...",Алматы,0,https://kolesa.kz/a/show/206580946?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1203
Infiniti QX80,35 000 000₸,"2022 г., Б/у внедорожник, 5.6 л, бензин, КПП автомат, с пробегом 40 000 км, черный, металлик, литые диски, тонировка,...",Семей,0,https://kolesa.kz/a/show/179152725?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1204
Suzuki XL7,4 400 000₸,"2003 г., Б/у внедорожник, 2.7 л, бензин, КПП автомат, с пробегом 242 808 км, серебристый, металлик, линзованная оптика...",Алматы,0,https://kolesa.kz/a/show/206580943?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1205
Lexus RX 300,4 800 000₸,"2000 г., Б/у кроссовер, 3 л, бензин, КПП автомат, серебристый, металлик, литые диски, тонировка, люк, панорамная крыша...",Каратау,0,https://kolesa.kz/a/show/207121673?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1206
Toyota Camry Comfort,15 750 000₸,"2021 г., Б/у седан, 2.5 л, бензин, КПП автомат, 147 608 км, черный",Астана,0,https://kolesa.kz/a/show/206977407?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1207
Renault Duster,4 800 000₸,"2015 г., Б/у кроссовер, 2 л, бензин, КПП механика, с пробегом 249 000 км, Продам авто в хорошем состоянии, реальному п...",Шемонаиха,0,https://kolesa.kz/a/show/192378600?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1208
ГАЗ ГАЗель,7 500 000₸,"2015 г., Б/у пикап, 2.9 л, бензин, КПП механика, с пробегом 120 000 км, белый, ВСЕМ ДОБРЫЙ! МАШИНА В ОТЛИЧНОМ СОСТОЯНИ...",Алматы,0,https://kolesa.kz/a/show/203971798?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1209
Toyota Camry Luxe,18 000 000₸,"2021 г., Б/у седан, 3.5 л, бензин, КПП автомат, 90 043 км, белый",Алматы,0,https://kolesa.kz/a/show/207123707?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1210
Honda Accord,350 000₸,"1991 г., Б/у седан, 2.3 л, бензин, КПП механика, На ходу. Требует вложений. Учёт чистый. Машина была отдана за долг, п...",Алматы,0,https://kolesa.kz/a/show/206558517?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1211
Volkswagen Transporter,2 900 000₸,"1993 г., Б/у минивэн, 2.4 л, дизель, КПП механика, Срочно!",Алматы,0,https://kolesa.kz/a/show/206556705?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1212
Lexus RX 300,6 500 000₸,"2002 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 390 000 км, серебристый, кожа, ЕВРОПЕЕЦ На авто ездим с 2...",Алматы,0,https://kolesa.kz/a/show/205388826?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1213
Toyota Land Cruiser Prado,5 800 000₸,"1996 г., Б/у внедорожник, 3 л, дизель, Правый руль, КПП автомат, с пробегом 196 785 км, Есть подогревы Резина зима/лет...",Алматы,0,https://kolesa.kz/a/show/206916873?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1214
Kia Sportage,19 900 000₸,"2025 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 14 000 км, белый, хрустальная оптика, линзованная оптик...",Павлодар,0,https://kolesa.kz/a/show/206552153?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1215
Toyota Land Cruiser,51 500 000₸,"2021 г., Б/у внедорожник, 3.5 л, бензин, КПП автомат, с пробегом 92 000 км, белый, металлик, литые диски, тонировка, л...",Алматы,0,https://kolesa.kz/a/show/207107527?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1216
Infiniti QX56,12 500 000₸,"2011 г., Б/у внедорожник, 5.6 л, бензин, КПП автомат, с пробегом 160 000 км, белый, металлик, литые диски, тонировка,...",Шымкент,0,https://kolesa.kz/a/show/164822696?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1217
Chevrolet Malibu,8 300 000₸,"2017 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 214 000 км, черный, кондиционер, Машина в хорошем состоянии...",Шымкент,0,https://kolesa.kz/a/show/206530382?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1218
Toyota RAV4,10 500 000₸,"2015 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 150 000 км, белый, металлик, литые диски, тонировка, лю...",Актау,0,https://kolesa.kz/a/show/204445223?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1219
Li L6,22 000 000₸,"2024 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, с пробегом 16 700 км, черный, кожа, Комплектация Max Автомобиль в...",Алматы,0,https://kolesa.kz/a/show/206524401?search_id=535da72096c5643aa9aef4da5ab1231df95dac05&search_type=filter&advert_position=1220
Volkswagen Transporter,2 900 000₸,"1993 г., Б/у минивэн, 2.4 л, дизель, КПП механика, Срочно!",Алматы,0,https://kolesa.kz/a/show/206556705?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1221
Lexus RX 300,6 500 000₸,"2002 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 390 000 км, серебристый, кожа, ЕВРОПЕЕЦ На авто ездим с 2...",Алматы,0,https://kolesa.kz/a/show/205388826?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1222
Toyota Land Cruiser Prado,5 800 000₸,"1996 г., Б/у внедорожник, 3 л, дизель, Правый руль, КПП автомат, с пробегом 196 785 км, Есть подогревы Резина зима/лет...",Алматы,0,https://kolesa.kz/a/show/206916873?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1223
Kia Sportage,19 900 000₸,"2025 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 14 000 км, белый, хрустальная оптика, линзованная оптик...",Павлодар,0,https://kolesa.kz/a/show/206552153?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1224
Toyota Land Cruiser,51 500 000₸,"2021 г., Б/у внедорожник, 3.5 л, бензин, КПП автомат, с пробегом 92 000 км, белый, металлик, литые диски, тонировка, л...",Алматы,0,https://kolesa.kz/a/show/207107527?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1225
Infiniti QX56,12 500 000₸,"2011 г., Б/у внедорожник, 5.6 л, бензин, КПП автомат, с пробегом 160 000 км, белый, металлик, литые диски, тонировка,...",Шымкент,0,https://kolesa.kz/a/show/164822696?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1226
Chevrolet Malibu,8 300 000₸,"2017 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 214 000 км, черный, кондиционер, Машина в хорошем состоянии...",Шымкент,0,https://kolesa.kz/a/show/206530382?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1227
Toyota RAV4,10 500 000₸,"2015 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 150 000 км, белый, металлик, литые диски, тонировка, лю...",Актау,0,https://kolesa.kz/a/show/204445223?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1228
Li L6,22 000 000₸,"2024 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, с пробегом 16 700 км, черный, кожа, Комплектация Max Автомобиль в...",Алматы,0,https://kolesa.kz/a/show/206524401?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1229
Mitsubishi Lancer,3 990 000₸,"2011 г., Б/у седан, 1.6 л, бензин, КПП механика, с пробегом 158 000 км, серебристый, металлик, литые диски, тонировка,...",Алматы,0,https://kolesa.kz/a/show/207090952?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1230
Renault Laguna,900 000₸,"2002 г., Б/у лифтбек, 2 л, бензин, КПП механика, 183 285 км, синий",Алматы,0,https://kolesa.kz/a/show/206977130?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1231
Volkswagen Polo,5 700 000₸,"2014 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 220 000 км, серый, металлик, литые диски, тонировка, ветров...",Алматы,0,https://kolesa.kz/a/show/198050346?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1232
Toyota Sienna,7 000 000₸,"2005 г., Б/у минивэн, 3.3 л, бензин, КПП автомат, с пробегом 514 560 км, белый, литые диски, тонировка, люк, ветровики...",Тараз,0,https://kolesa.kz/a/show/205267259?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1233
BMW X5,76 000 000₸,"2024 г., Б/у кроссовер, 3 л, бензин, КПП автомат, с пробегом 13 000 км, черный, металлик",Астана,0,https://kolesa.kz/a/show/206503332?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1234
Mercedes-Benz E 230,2 500 000₸,"1997 г., Б/у седан, 2.3 л, бензин, КПП автомат, зеленый, велюр, аудиосистема, кондиционер, Продам Очкарика обмена нет...",Астана,0,https://kolesa.kz/a/show/207089694?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1235
ГАЗ ГАЗель NEXT,14 200 000₸,"2023 г., Б/у фургон, 2.7 л, газ-бензин, КПП механика, с пробегом 45 200 км, белый, люк, кожа, аудиосистема, bluetooth,...",Актобе,0,https://kolesa.kz/a/show/206500644?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1236
Chevrolet Nexia,5 400 000₸,"2021 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 67 000 км, В родном окрасе 100% Без вложений в идеальном со...",Шымкент,0,https://kolesa.kz/a/show/207080084?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1237
Toyota Caldina,1 600 000₸,"1995 г., Б/у универсал, 2 л, бензин, Правый руль, КПП автомат, с пробегом 320 000 км, черный, металлик, литые диски, т...",Алматы,0,https://kolesa.kz/a/show/206845656?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1238
Li L8,22 000 000₸,"2024 г., Б/у кроссовер, 1.5 л, бензин, КПП автомат",Караганда,0,https://kolesa.kz/a/show/206500704?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1239
Subaru Legacy,2 200 000₸,"1998 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 240 000 км, черный, кожа, ГУР, ABS, сигнализация, автозапус...",Астана,0,https://kolesa.kz/a/show/206474968?search_id=a8849834c54349efefe105bc0e57fb2662095698&search_type=filter&advert_position=1240
Chevrolet Nexia,5 400 000₸,"2021 г., Б/у седан, 1.5 л, бензин, КПП автомат, с пробегом 67 000 км, В родном окрасе 100% Без вложений в идеальном со...",Шымкент,0,https://kolesa.kz/a/show/207080084?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1241
Toyota Caldina,1 600 000₸,"1995 г., Б/у универсал, 2 л, бензин, Правый руль, КПП автомат, с пробегом 320 000 км, черный, металлик, литые диски, т...",Алматы,0,https://kolesa.kz/a/show/206845656?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1242
Li L8,22 000 000₸,"2024 г., Б/у кроссовер, 1.5 л, бензин, КПП автомат",Караганда,0,https://kolesa.kz/a/show/206500704?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1243
Subaru Legacy,2 200 000₸,"1998 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 240 000 км, черный, кожа, ГУР, ABS, сигнализация, автозапус...",Астана,0,https://kolesa.kz/a/show/206474968?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1244
BYD Song Plus,14 000 000₸,"2025 г., Б/у кроссовер, 1.5 л, гибрид, КПП вариатор, с пробегом 9 900 км, белый, металлик, кожа, Версия DM-I. Последни...",Астана,0,https://kolesa.kz/a/show/196716750?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1245
Subaru Outback,16 600 000₸,"2022 г., Б/у универсал, 2.5 л, бензин, КПП вариатор, с пробегом 56 000 км, серебристый, тонировка, дневные ходовые огн...",Алматы,0,https://kolesa.kz/a/show/206495020?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1246
Kia K8,18 300 000₸,"2021 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 55 000 км, черный, литые диски, тонировка, ксенон, биксенон...",Астана,0,https://kolesa.kz/a/show/204783283?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1247
Nissan Mistral,2 500 000₸,"1995 г., Б/у внедорожник, 2.7 л, дизель, Правый руль, КПП автомат, с пробегом 390 000 км, черный, металлик, литые диск...",Актобе,0,https://kolesa.kz/a/show/200668788?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1248
Toyota Alphard,7 500 000₸,"2004 г., Б/у минивэн, 3 л, газ-бензин, КПП автомат, с пробегом 200 000 км, золотистый, металлик, литые диски, тонировк...",Жанаозен,0,https://kolesa.kz/a/show/204542062?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1249
Hyundai Elantra,9 100 000₸,"2024 г., Б/у седан, 1.5 л, бензин, КПП вариатор, с пробегом 27 000 км, белый, металлик, тонировка, люк, ветровики, ксе...",Алматы,0,https://kolesa.kz/a/show/204601849?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1250
Toyota RAV4,9 200 000₸,"2016 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 115 000 км, Авто в идеальном состоянии Полная комплекта...",Актау,0,https://kolesa.kz/a/show/204712611?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1251
Toyota Windom,5 700 000₸,"2002 г., Б/у седан, 3 л, бензин, Правый руль, КПП автомат, серебристый, металлик, тонировка, люк, ветровики, ксенон, д...",Алматы,0,https://kolesa.kz/a/show/206453450?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1252
Lexus ES 350,7 000 000₸,"2007 г., Б/у седан, 3.5 л, бензин, КПП автомат, Отличном састаяни срочна цена на два дня",Жаркент,0,https://kolesa.kz/a/show/207321625?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1253
Toyota Avensis,3 700 000₸,"2005 г., Б/у седан, 1.8 л, бензин, КПП механика, с пробегом 352 447 км, черный, металлик, велюр, климат-контроль, Сроч...",Алматы,0,https://kolesa.kz/a/show/207060742?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1254
Audi A4,900 000₸,"1998 г., Б/у седан, 1.8 л, бензин, КПП автомат, с пробегом 500 000 км, серебристый, Ауди а4 1998 года 1.8 л Кузов в от...",Алматы,0,https://kolesa.kz/a/show/206216322?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1255
Volkswagen Passat CC,4 400 000₸,"2008 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 230 000 км, черный, металлик, литые диски, тонировка, хрустал...",Костанай,0,https://kolesa.kz/a/show/206955701?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1256
Hyundai Accent,4 550 000₸,"2013 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 229 000 км, белый, хрустальная оптика, линзованная оптика,...",Шымкент,0,https://kolesa.kz/a/show/206453637?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1257
Genesis GV80,28 500 000₸,"2020 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, с пробегом 49 000 км, белый, биксенон, хрустальная оптика, обогрев...",Алматы,0,https://kolesa.kz/a/show/207055449?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1258
Volkswagen Polo,4 100 000₸,"2013 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 354 000 км, черный, тонировка, ветровики, корректор фар, об...",Караганда,0,https://kolesa.kz/a/show/206450175?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1259
Toyota Hilux,8 500 000₸,"2009 г., Б/у пикап, 2.7 л, бензин, КПП автомат, с пробегом 363 387 км, серебристый, литые диски, тонировка, багажник,...",Уральск,0,https://kolesa.kz/a/show/207053440?search_id=896dd991e089f9766ed4054763479c8bbf5329d2&search_type=filter&advert_position=1260
Audi A4,900 000₸,"1998 г., Б/у седан, 1.8 л, бензин, КПП автомат, с пробегом 500 000 км, серебристый, Ауди а4 1998 года 1.8 л Кузов в от...",Алматы,0,https://kolesa.kz/a/show/206216322?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1261
Volkswagen Passat CC,4 400 000₸,"2008 г., Б/у седан, 2 л, бензин, КПП автомат, с пробегом 230 000 км, черный, металлик, литые диски, тонировка, хрустал...",Костанай,0,https://kolesa.kz/a/show/206955701?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1262
Hyundai Accent,4 550 000₸,"2013 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 229 000 км, белый, хрустальная оптика, линзованная оптика,...",Шымкент,0,https://kolesa.kz/a/show/206453637?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1263
Genesis GV80,28 500 000₸,"2020 г., Б/у кроссовер, 3.5 л, бензин, КПП автомат, с пробегом 49 000 км, белый, биксенон, хрустальная оптика, обогрев...",Алматы,0,https://kolesa.kz/a/show/207055449?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1264
Volkswagen Polo,4 100 000₸,"2013 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 354 000 км, черный, тонировка, ветровики, корректор фар, об...",Караганда,0,https://kolesa.kz/a/show/206450175?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1265
Toyota Hilux,8 500 000₸,"2009 г., Б/у пикап, 2.7 л, бензин, КПП автомат, с пробегом 363 387 км, серебристый, литые диски, тонировка, багажник,...",Уральск,0,https://kolesa.kz/a/show/207053440?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1266
Toyota Camry,9 000 000₸,"2011 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 224 000 км, черный, биксенон, линзованная оптика, дневные х...",Шымкент,0,https://kolesa.kz/a/show/206939094?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1267
Mitsubishi Pajero,3 400 000₸,"1996 г., Б/у внедорожник, 2.8 л, дизель, Правый руль, КПП автомат, с пробегом 300 000 км, серебристый, люк, ветровики,...",Алматы,0,https://kolesa.kz/a/show/206932559?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1268
Toyota Camry,7 500 000₸,"2014 г., Б/у седан, 2.5 л, бензин, КПП автомат, с пробегом 218 688 км, черный, люк, багажник, комбинированный, аудиоси...",Караганда,0,https://kolesa.kz/a/show/205044511?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1269
Toyota Corolla,6 900 000₸,"2011 г., Б/у седан, 1.6 л, бензин, КПП автомат, с пробегом 166 000 км, В родном окрасе. Торг в пределах разумрого. 2 к...",Шымкент,0,https://kolesa.kz/a/show/207053259?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1270
Daewoo Nexia,2 000 000₸,"2012 г., Б/у седан, 1.5 л, бензин, КПП механика, с пробегом 235 000 км, серый, металлик, Машина полный обешунка каропк...",Шымкент,0,https://kolesa.kz/a/show/206922565?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1271
Toyota Land Cruiser,8 000 000₸,"2005 г., Б/у внедорожник, 4.5 л, бензин, КПП механика, с пробегом 300 000 км, В хорошем состоянии, возможен обмен на л...",Петропавловск,0,https://kolesa.kz/a/show/202750032?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1272
Toyota Camry,9 000 000₸,"2014 г., Б/у седан, 2.5 л, бензин, КПП автомат, черный, металлик, литые диски, тонировка, хрустальная оптика, линзован...",Атырау,0,https://kolesa.kz/a/show/206435965?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1273
Mitsubishi L200,6 200 000₸,"2007 г., Б/у пикап, 2.5 л, дизель, КПП механика, с пробегом 280 000 км, Машина в отличном состоянии! Все делается вовр...",Алматы,0,https://kolesa.kz/a/show/207052580?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1274
Toyota Land Cruiser,27 500 000₸,"2008 г., Б/у пикап, 4.5 л, бензин, КПП механика, с пробегом 45 000 км, лебёдка, ветровики, противотуманки, аудиосистем...",Астана,0,https://kolesa.kz/a/show/206674540?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1275
Deepal S07,12 120 000₸,"2024 г., Б/у кроссовер, 1.5 л, гибрид, КПП автомат, с пробегом 8 000 км, Обем нет",Алматы,0,https://kolesa.kz/a/show/206916195?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1276
ГАЗ ГАЗель,11 500 000₸,"2012 г., Б/у пикап, 2.9 л, газ-бензин, КПП механика, с пробегом 5 555 км, Ассалаумаалейкум всем Длина 6/10 Высота 2/45...",Шымкент,0,https://kolesa.kz/a/show/206435311?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1277
Lexus NX 250,30 500 000₸,"2024 г., Б/у кроссовер, 2.5 л, бензин, КПП автомат, с пробегом 6 400 км, белый, литые диски, тонировка, ксенон, линзов...",Шымкент,0,https://kolesa.kz/a/show/206914180?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1278
Hyundai Staria,21 000 000₸,"2022 г., Б/у минивэн, 3.5 л, газ, КПП автомат, с пробегом 115 000 км, черный, металлик, тонировка, люк, панорамная кры...",Шымкент,0,https://kolesa.kz/a/show/206422804?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1279
Volkswagen Passat,6 800 000₸,"2013 г., Б/у седан, 1.8 л, бензин, КПП робот, с пробегом 170 000 км, черный, металлик, литые диски, тонировка, ветрови...",Астана,0,https://kolesa.kz/a/show/206914503?search_id=f9b50186dc430a9f116f9c190ce936280db96fc7&search_type=filter&advert_position=1280
